,job_title,company_name,city,state,zipcode,neighborhood,description,salary,link
50,Machine Learning Senior Data Scientist,CodaMetrix,Boston,MA ,02116,South End area,"CodaMetrix is a well-capitalized and early-stage company focused on solving some of the more interesting problems in healthcare administrative and clinical areas. The company was formed by the Massachusetts General Physician Organization to help commercialize and build upon internally developed, and highly utilized AI-based applications.CodaMetrix is led by proven entrepreneurs, technology and healthcare veterans, whose vision is to create a highly desirable atmosphere for technical talent to flourish and develop innovative, significant, reliable, and broadly utilized solutions.As an early-stage company, specific responsibilities will evolve, and significant job expansion and promotion opportunities are available.Job DescriptionThe machine learning senior data scientist reports to the Director of Machine Learning and AI.The machine learning team is responsible for the invention, analysis, and deployment of new machine learning techniques using healthcare data to improve administrative and clinical medicine.This is a unique opportunity for a passionate individual about innovation in machine learning, and AI. This is a fast-paced, collaborative and iterative environment requiring quick learning, agility and flexibility.ResponsibilitiesInnovate, implement and test machine learning and deep learning techniques at scale.Analyze the quality and calibration of predictive models.Collaborate with machine learning and engineering team members for deployment of new machine learning techniques, and follow deployments tracking issues and successes.Interface with medical coders, administrators, and physicians to understand the strengths and weaknesses of existing products and to help develop new machine learning-empowered products.Requirements M.S. in Computer Science, Mathematics, Statistics, or related field and 5 years of related work experience in ML and AI.Hands on experience with machine learning approaches and understanding of the analysis, testing processes of machine learning techniques.Familiarity with deep learning approaches such as CNN, RNN and Reinforcement learning.Hands on experience with SQL and non-SQL databases.Proficiency in one or more of programming languages such as Python, Java, C, or C++.Demonstrated end-to-end project leadership.Strong verbal, visual, and written communication skills.Beneficial ExperiencePhD in Computer Science, Mathematics or related field.Demonstrable experience with NLP applications.Publications in major ML/NLP conferences, and/or participation in Kaggle or similar competitionsSome knowledge of US healthcare systems.Working EnvironmentBoston-based position, working out of our Back Bay officeOccasional travel to professional seminars and conferencesCompensation: Highly competitive and commensurate with level of experienceOur company, as well as our products, are made better because we embrace diverse skills, perspectives, and ideas.CodaMetrix is an Equal Employment Opportunity Employer and all qualified applicants will receive consideration for employment.Job Type: Full-timeExperience:AI: 5 years (Preferred)Natural Language Processing: 2 years (Preferred)Education:Master's (Required)Location:Boston, MA 02116 (Preferred)Work authorization:United States (Preferred)Work Location:One location", ,9e7c0b5d33d35de2
51,Senior Data Analyst,Precima,Boston,MA ,02298, ,"Are you passionate about Data? Join the data revolution. At Precima, our people are proud to work with some of the world’s leading retailers on challenging, cutting-edge, data driven solutions, powered by technology, and, people. We have an exciting opportunity to lead an engagement with CVS, one of the largest retailers in the U.S., located in the Greater Boston Area. If you have an ingrained streak of determination and don’t settle for good enough, apply today! About the opportunity The Senior Analyst will access, analyze and interpret customer transactional data and loyalty data on behalf of Precima clients to drive insights using statistical techniques aligned to Precima’s data science analytics best practices. This will support key business objectives such as retail strategy development and execution, as well as ad hoc strategic and tactical client issues. This role, reporting to the Associate Director, Customer Analytics, is an integral part of Precima’s analytical function. This client-facing role offers the chance to develop and deliver compelling insights into customer-centric strategies, integration into operational processes and enablement of tactical execution in retail across marketing, merchandising and operations. The Senior Analyst will be involved in the development of complex analytical concepts and solutions that translate into clear commercial terms and recommendations through ongoing delivery of client projects. Primary responsibilities Opportunity to work directly as part of a small team of client-facing customer analysts adding value beyond clients’ understanding or capability, while integrating into a broader community of Client Analytics analysts across global Precima to source and contribute back analytical best practices End to end delivery of analytics insight projects within the defined scope and agreed to analytics approach for a large US retailer Analysis of customer behaviour, loyalty and direct marketing activity Work within the project prioritization and management process Liaise with the client to understand their business challenges Develop analytical briefs Extract, manipulate and analyze large sets of detailed customer and transactional data Draw out insights and present these to the client in a clear and compelling way Work in close collaboration with internal stakeholders and external partners in the client organization Success factors Technically proficient in using SQL to work with large datasets A diligent individual who understands the importance of accuracy and quality checks their own work as they go Curiosity in the way they interrogate the data to solve a problem The ability to turn analysis output into succinct business focussed and actionable insight A good communicator who interacts well with the immediate and wider team Qualifications and skills A degree in a numerate subject (such as Statistics, Operational Research, Mathematics, Economics, Engineering or Computer Science) Minimum of 2-4 years of directly related work experience in quantitative analysis on large datasets, with experience and proven results in leveraging customer data from loyalty programs and/or CRM Understanding of transactional data, preferably retail Preference for a background in retail, specifically pharmacy, grocery and/or CPG Background in client-side organizations or in client-facing agency roles Strong written and verbal presentation skills Advanced knowledge of SQL is essential; strong experience of analysis with R or Python preferred Advanced knowledge of Microsoft Word, PowerPoint and Excel About LoyaltyOne  Today, there are more ways than ever to engage shoppers. At LoyaltyOne, we believe that understanding the people behind the purchase is key to winning their hearts – and their wallets. For over two decades and from more than fifty locations around the globe, we have paired expertise in shopper behavior with advanced analytics to uncover the data-driven insights that drive successful loyalty, marketing and merchandising solutions.  Across AIR MILES, BrandLoyalty, Precima and Global Solutions, our businesses help some of the world's leading retailers connect with consumers and deliver more value in every visit. Regardless of their role or geographic location, our people are always supported by one of the best teams around.  At LoyaltyOne, we know that in coming together we are at our strongest – and that together we can help shape the future for our clients, their shoppers and our communities. LoyaltyOne is an Alliance Data company. For more information, visit  About ADS  Alliance Data® (NYSE: ADS) is a leading global provider of data-driven marketing and loyalty solutions serving large, consumer-based industries. The Company creates and deploys customized solutions, enhancing the critical customer marketing experience; the result is measurably changing consumer behavior while driving business growth and profitability for some of today's most recognizable brands. Alliance Data helps its clients create and increase customer loyalty through solutions that engage millions of customers each day across multiple touch points using traditional, digital, mobile and emerging technologies. An S&P 500 and Fortune 500 company headquartered in Plano, Texas, Alliance Data consists of three businesses that together employ more than 16,000 associates at approximately 100 locations worldwide. http://www.alliancedata.com  Alliance Data is an Equal Employment Opportunity employer. Accordingly, we will make reasonable accommodations to respond to the needs of people with disabilities in accordance with legislation. Alliance Data participates in E-Verify.  Check us out – LoyaltyOne on Stack Overflow | LinkedIn | Glassdoor | Facebook |Twitter | Blog | Instagram", ,8ce61c7d26bc9777
52,Data Scientist Analyst,Lincoln Financial,Boston,MA ,02109,Central area,"Alternate Locations: Boston, MA (Massachusetts); Greensboro, NC (North Carolina) Relocation assistance will be considered/provided for this opportunity within our company guidelines. Requisition #60412 About the Company Lincoln Financial Group, a Fortune 250 company with over 10,000 employees, provides advice and solutions that help empower Americans to take charge of their financial lives with confidence. Our core business areas — Life Insurance, Annuities, Retirement Plan Services and Group Protection — focus on supporting, preserving and enhancing over 17 million customer’s lifestyles and retirement outcomes. Headquartered in Radnor, Pennsylvania, Lincoln Financial Group is the marketing name for Lincoln National Corporation (NYSE: LNC) and its affiliates. The company had $253 billion in assets under management as of December 31, 2017. Ranked one of the Best Large Employers in America by Forbes magazine, Lincoln Financial Group makes a serious investment in our employees’ futures through a broad range of wealth accumulation and protection plans, health and wellness programs, and career development resources designed to help each individual reach their personal and professional goals.   The Role Join the high-energy data science and business experts in Lincoln’s Life Solutions Data Analytics group as we drive business value and innovation through data. As a Data Scientist, you will support the Life In-force Optimization team by developing data insights to improve retention, generating cross-sell and up-sell opportunities, and improving the mortality experience of in-force policies. You will provide subject matter expertise and direction on complex projects/initiatives for the design, development, and delivery of advanced analytics and predictive modeling that enables the business to make data based decisions. Responsibilities Identify opportunities where data-driven solutions to complex business problems using predictive and statistical models can drive earnings while improving the customer experience. Provide expertise and collaborate with stakeholders to define data collection and analysis requirements and establish adequate business understanding to provide effective analysis. Compile and mine data from a wide variety of data repositories. Validate data accuracy, and confirm data quality and consistent use across the business. Design and execute analytic plans. Generate insights and inform business decisions using advanced analytical techniques. Translate quantitative analyses and findings into accessible visuals for non-technical audiences, clearly interpret the data and effectively communicate findings and insights to senior executives, managers, and key stakeholders. Deploy and maintain predictive models. Monitor model performance and update models. Work with key stakeholders in different functions to align and consolidate key operational performance metrics.  Education 4 Year Bachelor's degree in Mathematics, Natural Sciences, Economics, Computer Science, Engineering, Statistics, or Information Systems.  Experience Proficiency with a major programming language appropriate for data science (e.g. R, Python) to manipulate data and draw insights. 3 - 5+ years of solid experience working on different data sources and platforms. Knowledge and experience applying statistical and machine learning techniques to real business data. Ability to define problems, collect data, establish facts and draw valid conclusions. Strong relationship management skills with internal clients (e.g. senior management, peers and colleagues); proven ability to develop creative and collaborative approaches. Curiosity and demonstrated capability of quick learning on new technical and business knowledge. Flexibility and fast adaption to the changing business environment and priorities. Strong interpersonal skills with a collaborative style. Strong project management leadership skills including, critical ability to coordinate and balance multiple projects in a time-sensitive environment, under pressure, and meeting deadlines. Proficiency with Microsoft Office Suite (Word, Excel, PowerPoint, Outlook). Actuarial working experience or knowledge and experience in the insurance industry is desirable.  #LI-CA1   This position may be subject to Lincoln’s Political Contribution Policy. An offer of employment may be contingent upon disclosing to Lincoln the details of certain political contributions. Lincoln may decline to extend an offer or terminate employment for this role if it determines political contributions made could have an adverse impact on Lincoln’s current or future business interests, misrepresentations were made, or for failure to fully disclose applicable political contributions and or fundraising activities. Any unsolicited resumes/candidate profiles submitted through our web site or to personal e-mail accounts of employees of Lincoln Financial Group are considered property of Lincoln Financial Group and are not subject to payment of agency fees. Lincoln Financial Group (“LFG”) is an Equal Opportunity employer and, as such, is committed in policy and practice to recruit, hire, compensate, train and promote, in all job classifications, without regard to race, color, religion, sex (including pregnancy), age, national origin, disability, sexual orientation, gender identity and expression, veterans status, or genetic information. Applicants are evaluated on the basis of job qualifications. If you are a person with a disability that impedes your ability to express your interest for a position through our online application process, or require TTY/TDD assistance, contact us by calling 260-455-2558. #P3  Nearest Major Market: Boston  Job Segment: Database, Data Analyst, Information Systems, Computer Science, Actuarial, Technology, Data, Insurance", ,0873f4263546b21a
53,Data Scientist,Endurance International Group,Waltham,MA, , ,"Constant Contact, Inc. helps small businesses and nonprofits connect with their customers, clients, and members. Constant Contact® champions the needs of small organizations and provides an easy, affordable way to build successful, lasting customer relationships. Our customers get real results through email newsletters, surveys, events, Facebook promotions, online listings, and more. We're looking to expand our Analytics team in our Waltham office.  Do you thrive in a fast-paced, analytical environment where innovation, excellence and creating actionable insight are not just catch-phrases but steeped in the company's culture? We seek an analyst with a strong intellect, even stronger curiosity, and an experienced problem solver who can drive business value by proactively recognizing needs, connecting the dots, and turning it into actionable insights and recommendations.  Working across nearly all parts of Constant Contact, leveraging customer, behavioral and ""Big Data,"" the Analytics team is on a journey to develop a deep understanding of our customers across all aspects of their lifecycle. We leverage this insight to bring in more customers, more revenue, and drive customer success and engagement.  The Data Scientist will be a key member of the Analytics and Data Science team, serving as subject matter expert and energized by tackling big challenges in a complex business environment. You will not only dive deep to find the answers, but craft meaningful and articulate recommendations that can be discussed and acted upon with your peers. This person will contribute to our product strategy by designing and developing analytic initiatives driving user engagement, value creation, and productivity through the use of data.  Responsibilities:  Establishing, articulating and championing a product vision that addresses critical business needs. Collaborate with Product Marketing, Product Management, Data Management Platform, UX, and Engineering groups to research, define, and execute a data-driven product roadmap. Partnering with data infrastructure teams and other key internal engineering teams to understand the gaps within existing tools and services, and identify the best path forward Conduct analysis of prospects and customers for product design, go-to-market strategies and retention engagement efforts Develop data inquiries, and conduct data exploration and data mining to determine program effectiveness and predict future performance Develop and implement test designs that serve as champion and challenger for marketing programs Develop and analyze optimal testing strategies Analyze customer segments to drive growth Partner closely with business stakeholders to ensure insights are leading to action and measuring the business impact Customer Insights is creating  Skills and Experience:  The ideal candidate has past experience using data science / analytical research in a cloud environment to advance product development or product insights Excellent analytical and problem-solving skills. Strong experience with SQL and Tableau or other BI tools. Experience developing data visualizations to enable data exploration. Experience developing scalable and automated data pipelines Machine learning experience in Python and/or R Experience with one or more cloud environments (AWS, Google Cloud Platform, Azure or other platforms) Practical knowledge applying analytical techniques such as time series regression, decision trees, segmentation, clustering, response modeling and factor analysis to real-world data. Curious, self-motivated thinker; always asks why and drives until the answer is clear. Strong communicator with demonstrated experiencing translating analytic findings to business insights and influencing business stakeholders to drive action and improved business performance. Strong project management and cross-functional collaboration skills required. Master's Degree or higher in Statistics, Applied Mathematics, Economics, Computer Science or equivalent experience.", ,7b93d0c1c11d4edf
54,Data Scientist,Massachusetts Eye and Ear Infirmary,Boston,MA ,02114,Back Bay-Beacon Hill area,"The Data Scientist will be intricately involved in design, build and running of analytical experiments in a methodical manner, and will regularly evaluate alternate models via theoretical approaches. The incumbent will be creating various Machine Learning-based tools or processes within Mass Eye and Ear, such as recommendation engines or automated lead scoring systems. Incumbent should also be able to perform statistical analysis. Develops analysis tools which will influence both our patients as well as our researchers, educators and our providers. The specific data that will be analyzed will be Ophthalmological in nature. The position will report through the Information Services Department, but will work closely with the leaders in the Ophthalmology Service. EDUCATION AND EXPERIENCE:  Master’s Degree in Computer Science, Statistics, Applied Math or Related field 5+ years’ practical experience with ETL, data processing, database programming and data analytics Extensive background in data mining and statistical analysis Machine Learning and Artificial Intelligence Able to understand various data structures and common methods in data transformation Excellent pattern recognition and predictive modeling skills Can clearly communicate complex analytics concepts Ability to work both independently and collaboratively with colleagues Experience with programming language such as Java/Python/R an asset", ,5a1615cd1dcdaf25
55,Data Scientist,Bilin Technology,Boston,MA, , ,"Feel free to drop us a message at hr@bilintechnology.com You will be a key member of the data science team with potential to grow into a bigger role. Our work spans from information retrieval to real-time computation of core optimization algorithms, post-hoc data modeling, analysis and reporting. Our research and development efforts focus on developing new capabilities to meet the expanding scope of our business, as well as improving the performance and scalability of our current optimization and measurement platform. POSITION DESCRIPTION You will be responsible for the research, design and development of advanced information retrieval, machine learning and statistical algorithms expanding our current analytical tools and capabilities. Specific responsibilities include: Recommending or developing new learning algorithms suitable for information retrieval and modeling of big data. Designing stochastic simulations for testing and validation of regression models, learning or optimization algorithms. Improving the computational efficiency and scalability of various statistical models. Development, implementation and maintenance of standard programming practices across analytics codebase. Keeping up with the state-of-the art in relevant areas – Machine Learning, Big Data, Information Retrieval and Natural Language Processing. REQUIREMENTS Masters or PhD in Computer Science, Engineering or other relevant scientific field. High academic achievement (GPA > 3.6/4.0) from a leading school. Solid understanding of algorithm complexity, mathematical modeling, probability and statistics. Deep understanding of information retrieval and natural language processing. Firm knowledge of classical machine learning techniques such as SVMs, neural network and centroid-based as well as hierarchical clustering algorithms. 2+ years of experience with scripting languages like R and Python. 2+ years of object oriented and functional programming experience (Java). Excellent communication skills with the ability to present complex ideas in a clear and concise manner to a variety of audiences. In addition to the above requirements, the following would be desirable: Experience with Scala and Apache Spark. Familiarity with cutting-edge techniques in text mining, sentiment analysis and feature extraction. Experience with Relational Databases and SQL programming. Experience with data visualization. Benefits We offer: competitive salaries, 401k match and a casual work environment.", ,f7b663c73bbc05bb
56,Visualization/Data Scientist,Vita Data Sciences,Waltham,MA ,02451, ,"Codes software applications to adhere to designs supporting internal business requirements or external customers. Standardizes the quality assurance procedure for software. Oversees testing and develops fixes. May require a bachelor’s degree in a related area and 2-5 years of experience in the field or in a related area. Has knowledge of standard concepts, practices, and procedures within Spotfire. Ability to collaborate with our team to edit and develop custom Visualization reports, dashboards and charts. 2 years Spotfire, Tableau or BI experience 1+ years working with Clinical related data", ,e639f912eca2dfd2
57,Computational Biologist/Data Scientist,Goldfinch Bio,Cambridge,MA, , ,"Goldfinch Bio is a biotechnology company that is singularly focused on discovering and developing precision therapies for patients with kidney disease. Just as the goldfinch has long been a symbol of healing and renewal and was a prominent figure of the Renaissance, Goldfinch Bio is leading a new age of therapeutic discovery to transform the treatment paradigm for people with kidney disease. Goldfinch was launched in 2016 by Third Rock Ventures, and is headquartered in Cambridge, Mass. For more information, please visit https://www.goldfinchbio.com.  The Role: Goldfinch Bio seeks a talented computational biologist or data scientist to play a central role in development of the Kidney Genome Atlas (KGA) and the biology platform, two key components of our product engine for discovering novel drug targets, biomarkers for patient stratification, and insights into mechanism of disease. The KGA encompasses more than 20,000 multi-omic samples (WGS, RNAseq, scRNAseq, proteomics, metabolomics, epigenetic marks), with plans to grow to >100,000 samples. The biology platform consists of iPSC-derived human kidney organoids and differentiated cells, podocytes. This exciting position will play a pivotal role in data processing and analysis, by wranging multi-omic data, applying appropriate statistical methods, and interpretation and presentation of results. A successful candidate will have significant experience implementing algorithms to derive disease insights from multi-omics data.  Job Responsibilities Include: Evaluation and incorporation of cutting edge analytical and statistical approaches in analyses and interpretation of high-dimensional multi-omic and phenotypic data Analysis of RNAseq data for calculating eQTLs and diffential gene expression Unbiased cell type clustering of single cell data (e.g. scRNAseq, scATACseq) and trajectory analysis of cell differentiation Curation of public and proprietary epigenetic data (e.g. ChIPseq, histone marks), including rigorous examination of batch effects Building scalable and reproducible data processing and analysis pipelines in a cloud environment Deploying machine learning algorithms for drug discovery, including researching, adapting, and implementing cutting-edge methodologies  Qualifications/Experience: Ph.D. in Computational Biology, Bioinformatics, Computer Science, or related field; or equivalent academic/industry experience. Post-Doctoral training a plus. Experience integrating and analyzing high-dimensional data Proficiency in Python, R and Linux is required Experience analyzing genomic and/or transcriptomic data a plus Proficiency with machine learning algorithms Proven ability to work independently and in a team environment Excellent analytical and problem-solving skills Excellent written and verbal communication skills Record of significant peer-reviewed publications Strong drive with a desire to make an impact on kidney disease", ,f14bc6dec8b4f60f
58,Immunization Data Quality Scientist,JSI,Boston,MA ,02210,South Boston area,"JSI Research & Training Institute, Inc. is hiring a full-time Immunization Data Quality Scientist to support the Immunization Division at the Massachusetts Department of Public Health (DPH) located in Boston (accessible by Forest Hills T stop with parking on-site). This is an opportunity to set in motion a comprehensive Data Quality Program for the Massachusetts Immunization Information System (MIIS). The MIIS is a statewide immunization registry containing millions of shot records.  In collaboration with programmatic and IT staff, the Immunization Data Quality Scientist will design and implement a strategic vision for ensuring that both new data sent from immunization provider sites to the MIIS and data already in the MIIS are of high quality. This work entails devising a system to identify irregular or discrepant data, finding high pay-off opportunities for correcting inaccurately reported data; and supporting high priority data analysis requests. The Immunization Data Quality Scientist must be able to work independently, clearly communicate strategic priorities, and collaborate effectively with epidemiologists and software engineers. RESPONSIBILITIES Drive development of comprehensive data quality program. Write data queries to better understand trends, progress, and barriers to the administration and reporting of pediatric and adult vaccines.  Refine existing algorithms to identify data discrepancies and troubleshoot problems related to missing or miscoded data.  Communicate discrepancies to epidemiologists, user support, IT staff and providers/end users. Implement mechanisms for improving data timeliness, completeness, and accuracy. Collaborate on other programmatic and IT development tasks as needed. QUALIFICATIONS REQUIRED QUALIFICATIONS  Education Bachelor’s Degree required. Experience Two or more years of professional level experience, with at least one (1) year within a health, public health, or medical setting. Sufficient technical skills, knowledge, and experience to monitor and improve data quality as well as program and run reports, within a large, statewide, public health data base. Knowledge of statistics and probability including experience with R and/or SAS. Working knowledge of SQL and the development of SQL queries. Experience with large data sets and relational databases. Facility in learning new technologies and applying them to project work. Ability to effectively communicate and provide technical assistance to end users with varying levels of IT experience and knowledge. An energetic, self-starter who can work as part of a team with limited supervision. Candidates must pass any level of background investigation applicable to the position.  PREFERRED QUALIFICATIONS  Master’s degree in public health or a related field. Familiarity with pediatric health care provider issues and the immunization field. Experience tracking and analyzing data quality issues in a health care setting. Experience with process improvement. Strong written and oral communication and presentation skills.  To apply for this position, please visit the job opportunities page at jsi.com and click on the position name on the job posting page.  Salary commensurate with experience.  Interested candidates should submit their resumes and cover letters online.", ,f0fe5ea664a65cf9
59,"Senior Data Analyst - Flexible Schedule, 30-40 hours/week",Massachusetts General Hospital(MGH),Boston,MA ,02114,Back Bay-Beacon Hill area,"The Harvard/MGH Center on Genomics, Vulnerable Populations, and Health Disparities, Massachusetts General Hospital (directed by Alexandra Shields, PhD, Associate Professor of Medicine, Harvard Medical School) conducts research addressing the intersections of genomics research and the interests of minority and other underserved communities. The Sr. Data Analyst for the Center (a 30-40 hour/wk position) serves as the Director of Data for the Study on Stress, Spirituality, and Health (a product of the international Consortium on Psychosocial Stress, Spirituality, and Health), an investigation into the impact of psychosocial stress on risk of chronic disease via methylation analyses of genes in the stress pathway and telomere length, as well as the potential buffering effect of spirituality and coping. The Sr. Data Analyst will supervise a one full-time masters-level Data Analyst, one part-time Research Assistant, and several temp statisticians and interns. The Sr. Data Analyst will report directly to Dr. Alexandra Shields and collaborate with one Sr. Project Manager, one Assistant Professor, and two post-doctoral fellows.  Relevant activities include, but are not limited to the following: 1. Coordination of final survey data collection and quality control from cohort studies participating in an international Consortium; 2. Management of a database consisting of psychosocial, clinical, biomedical data from external collaborators; 3. Harmonizing data elements from six national cohorts for use in statistical analyses of chronic disease outcomes and intermediate biomarkers; 4. Coordinating with external users of Consortium data regarding data requests, access approval, and data delivery and access; 5. Recruitment, training, developing and supervising analyst-level staff; 6. Managing and optimizing processes for data acquisition, transfer, validation, and cleaning; 7. Coordinating with study team to direct resources for multiple research projects including development of datasets for external users, assigning analytic tasks to Data Analyst and temp statisticians as necessary, and 8. Leading the conduct of cross-sectional and longitudinal statistical analyses psychosocial and R/S factors in relation to telomere length, DNA methylation, and chronic disease endpoints utilizing harmonized Consortium data   Qualifications  1. Bachelor’s degree (preferably in epidemiology, statistics, or related field) with 5 years of experience; OR an advanced degree (preferably in epidemiology, statistics, or related field) with 2 years of experience required. Master’s or doctorate candidates preferred. 2. Proficient in programming language required (preferably SAS or R) 3. 5+ years of experience in data analysis, statistic modeling, data management, data visualization, etc. 4. Can effectively coach/counsel employees to successful performance 5. Can effectively communicate with collaborating organizations to ensure data acquisition, transfer and validation 6. Can lead statistical analyses of epidemiological studies   EEO Statement  Massachusetts General Hospital is an Equal Opportunity Employer. By embracing diverse skills, perspectives and ideas, we choose to lead. Applications from protected veterans and individuals with disabilities are strongly encouraged.  Primary Location: MA-Boston-MGH Main Campus Work Locations: MGH Main Campus 55 Fruit Street Boston 02114 Job: Research - Other Organization: Massachusetts General Hospital(MGH) Schedule: Full-time Standard Hours: 40 Shift: Day Job Employee Status: Regular Recruiting Department: MGH Mongan Institute for Health Policy Job Posting: May 14, 2019", ,86c7b061da1f40fe
60,Data Scientist (Marketing),KAYAK,Boston,MA, , ,"Position  ""Love numbers"" is one of KAYAK's core cultural values, and being the leading travel search engine worldwide means that we have a lot of numbers and data. Our marketing data science team uses that data to better enable KAYAK to share our product with travelers around the globe- we want to enable everyone to be confident in travel planning.  We're looking for a Senior Data Scientist to join our team. As a team built on diverse backgrounds, we are looking for an experienced problem-solver to contribute the strengths of their own experiences and expertise. Our ultimate goal is to ask and answer the questions, as well as build the tools, that will let KAYAK confidently scale user acquisition across all of our markets. You will also be working closely with an international team of analysts, engineers, and marketing experts.  This is a ""full-stack"" data science role. Our team's projects can draw from the following skill sets: assembling data sources from square one, parsing and cleaning data, mining for insights, building and improving models, designing and running experiments, presenting results and giving recommendations to stakeholders outside our team, and driving business decisions or technical changes to our product.  A sample of projects we work on:  Improving the predictive models and control algorithms used by our home-grown bidding platform to make large-scale user acquisition decisions Building data pipelines and reporting solutions to monitor performance metrics across marketing channels Forecasting future KPIs using time series analysis techniques Optimizing budget allocation and investment strategies across channels and campaigns Running experiments to assess the true impact of marketing campaigns User journey analyses, including lifetime value and paths to conversion  This position will be based in our Cambridge office near Kendall Square/Lechmere.  What We're Looking For   Ability to write high quality code, especially in Python A storyteller's approach to analysis: not satisfied at ""what"", but ""why?"", ""how?"", and ""what next?"" Extensive experience with SQL and database usage. Data manipulation and extraction should be a well-honed tool in your toolset Extensive experience with building mathematical models for real-world events/scenarios Loves problem solving and developing creative, tailored approaches Great communication skills- capable of bridging business and technology 2+ years of industry experience in a related role Experimental design experience is a plus Online marketing experience is a plus  About KAYAK  At KAYAK we help millions of travelers around the globe make confident travel decisions. KAYAK searches other sites to show travelers the information they need to find the right flights, hotels, rental cars and vacation packages and is the world's leading travel search engine.  As an employee of KAYAK, you will be part of a global network that includes OpenTable and KAYAK's portfolio of metasearch brands including Swoodoo, checkfelix, momondo, Cheapflights, Mundi and HotelsCombined. Many employees are dedicated to one brand, but we all have the benefit of using each others strengths and insights. Together, we're able to help people experience the world through dining and travel.  KAYAK is an independently managed subsidiary of Booking Holdings.  Benefits and Perks   4 weeks paid vacation Day off on your birthday Generous retirement plans Awesome health, dental and vision insurance plans Flexible Spending Accounts No stupid meetings Drinks, coffee, snacks, games etc. Flexible hours Free massages from professional massage therapist Regular team events/excursions  We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.", ,af922c7512ea8f51
61,Data Scientist/Engineer,EMD,Rockland,MA, , ,"Your role: As a Data Engineer (with experience supporting Data Science activities) within the Commercial Analytics team at EMD Serono, you will be tasked to turn data into precise, timely and actionable insights aligned to business needs. You will be embedded within our commercial functions to identify business opportunities and risks, and apply appropriate data manipulation and statistical analysis to transform complex data into actionable insights. As the resident subject matter expert in manipulating large complex datasets, statistical analysis and hypothesis testing you have the opportunity to lead data-driven solutions, mentor technical and non-technical team members. In addition, you’ll have the opportunity to collaborate extensively with our global data science and advanced analytics team on machine learning, operationalizing data-driven solutions and establish best practices and cross-functional learning aimed at driving U.S. business to new heights. Key responsibilities: Translate business questions into clear and solvable data problems Aggregate and structure data as required for advanced modelling with support from team members Apply rigorous statistical data analysis techniques to a broad range of syndicated and publicly available data sources to test hypothesis to inform commercial activities Extract highly relevant summary statistics from complex datasets using data manipulation, fuzzy matching, complex join operations and statistical techniques to describe evolving market dynamics and measure KPIs Communicate data-driven insights and recommendations to a broad range of business partners Mentor and develop technical team members to support and leverage advanced analytics techniques Visualize data for concise, clear delivery of highly relevant insights Collaborate closely with global, in-house data science and cloud engineering experts to operationalize data-driven solutions Who you are: Masters in Computer Science, Engineering, Statistics, or related field from a top school with outstanding grades Proven track record of excellence in data science and engineering You find joining, manipulating and transforming large datasets a simple and enjoyable task Experience in engineering features/predictors/correlators relevant for pharmaceutical sales and marketing Experience and ability to build reproducible data manipulation software pipelines in Python, SQL or any other non-proprietary language that can be handed over to other data engineers and data scientists Strong foundations in applied mathematics, for example, high dimensional statistical modeling, hypothesis testing, time series analysis Extensive experience in multiple programming languages such as SQL, Python, Javascript, C++, Java You never report results before thorough validation Knowledge of AWS and experience in developing cloud solution is a big plus Ability to interact with senior management and field teams in matrix organization Excellent communication skills You imagine yourself having fun doing all the above!", ,22e65f926076ba51
