,job_title,company_name,annual_salary,city,state,zipcode,neighborhood,description,link
96,Senior Data Scientist,Highland Math,,Arlington,MA, , ,"as a senior data scientist at highland math, you will take on the following challenges:  dissect complex client business needs and translate them into actionable solutions explore vast, disparate data sets to find key insights and novel applications of data develop cutting edge quantitative programs backed by machine learning and statistics use distributed computing to ingest and analyze large amounts of data across many sources visualize and communicate key insights to clients (including non-technical audiences) contribute thought leadership to the data science community are you the ideal candidate?   essential you have a degree in a quantitative field such as statistics, mathematics, data science, computer science, or engineering you love working with data sets of all sizes and structures, and are fluent in manipulating them experience with common machine learning algorithms and statistical concepts fluency with python for both scripting and data analysis acquired over 2+ years of work experience desire to join a startup and make a massive impact on the data economy ability to thrive in an ambitious yet often ambiguous environment eager to learn new skills and continue to grow as a data scientist ideal experience using hadoop ecosystem to do distributed computing on the cloud working knowledge of advanced machine learning algorithms ability to apply best practices in big data etl fluency with linux command line",6f1aa8a35cf3c7c0
97,Part-time Research Analyst - CIC Captains of Innovation - Ca...,Cambridge Innovation Center,,Cambridge,MA ,02142,East Cambridge area,"captains of innovation, located within one of the epicenters of the innovation community, cic cambridge (one broadway, kendall square), seeks a passionate research analyst.  the research analyst will work primarily with the director of implementation to support clients seeking to connect with startups and other elements of the innovation ecosystem. captains’ portfolio clients are primarily global corporations working to innovate their business models and find new technologies to disrupt their industries. we seek an enthusiastic, creative, and detail-oriented individual with demonstrated experience conducting high-quality primarily qualitative research along with a deep commitment to innovation and startup culture.  the ideal candidate will possess the following characteristics: a voracious qualitative researcher, driven by a passion for startups, innovation, and entrepreneurship.team player who is personable, happy to help others, and naturally drawn to a very busy, continually-evolving environment.ability to work well as part of a small (but mighty!) team.a self-starter with a strong work ethic who is comfortable multitasking multiple research tasks while remaining detail-focused.strong relationship with technology; mac proficient.   general overview of responsibilities  this person will be a member of the venture café global institute staff and report to the executive director of captains of innovation and the director of implementation.  responsibilities may include, but are not limited to:source and collate primary and secondary qualitative research sources relevant to technology, innovation, and startups.conduct fast, high-quality, confidential research and large-scale global innovation ecosystem analysis on a variety of topics and industries.attend meetings, take comprehensive notes, and demonstrate an understanding of objectives to effectively assist in scoping research.demonstrate a comprehensive understanding of the client’s business, products and services along with the broader industry, particularly related to client objectives.provide general support to the captains of innovation team for events like hackathons, demo days, etc.   requirements a bachelor’s degree or equivalent experience.demonstrated passion for qualitative researching with results to matchat least 1 year of relevant professional experience   attractions of the job  in addition to helping our clients achieve great things, we work to ensure that our employees are healthy and supported. some of the benefits of being here include: fun people in a dynamic space. we pride ourselves on finding driven and bright collaborators who are eager to lend their own unique skills to the team, as well as to our inspiring clientele. the number one reason our team members say they like working here is because of their colleagues!personal growth. this is a great opportunity to learn and develop skills within the epicenter of the innovation community at a growing company.discounted services and memberships on tools to make your life happier/healthier such as gym memberships, tech and design support, hotel stays, and other fantastic options.regular massages, access to a nursing room, secure bicycle parking, a game room, a gym, shower rooms with towels, and stocked kitchens.central location. captains of innovation is located within cic space, a stone’s throw from the kendall square mbta red line stop.  compensation is $20.62/hr with the expectation of working 25 hours per week. this job is based in cambridge, ma.   about captains of innovation captains of innovation, a program of the venture café global institute, is designed to help large organizations in today's hyper-competitive environment with the full spectrum of innovation – to conceive, develop and commercialize ideas, products and services as well as connect corporations to startups, entrepreneurs, innovation thought leaders, host conferences, hackathons, events and more. corporate partners join in order to find new technologies and business models as well as understand emerging technology and market trends that may disrupt their industries. going even deeper, we assist corporate partners in building their own innovation foundry with the creation of innovation incubators, accelerators, innovation centers and virtual innovation centers.   about venture café and the venture café global institute venture café’s mission is to connect innovators to make things happen. founded in 2009 at cic, venture café is now a global movement of local nonprofits working to build stronger and more inclusive innovation ecosystems and accelerate and enhance the innovation process, in cities around the world. it does this through its use of programming, physical spaces, storytelling, and broad innovation engagement. there are currently venture cafes in six locations globally.  the venture café global institute is a public benefit corporation that operates as a nonprofit organization to support the global network of independent venture cafés. vcgi provides support in key areas including staff training, knowledge sharing, fundraising, shared systems and services, intellectual property, and guides expansion to new sites. it also deploys our flagship corporate-startup connections program, captains of innovation, around the world.  vcgi is committed to building teams that reflect the fabric of the cities we support. we are proud to be an equal opportunity employer and welcome all qualified candidates regardless of race, color, ancestry, gender identity or expression, religion, national origin, sexual orientation, age, citizenship, marital status, disability, veteran status, or any other legally protected status. any other human expressions and experiences not mentioned here are equally welcome. if you have a disability or special need that requires accommodation please let us know.",5b4552204b839e19
98,Senior Machine Learning Data Scientist,eviCore healthcare,,Boston,MA, , ,"summary our boston inqbator is a hub of innovation, where we have set aside our brightest minds and dedicated our resources for solving tough healthcare problems and providing value to our corporate clients, express scripts, cigna health and evicore. we're committed to making a difference in healthcare and are looking for machine learning talent from all backgrounds, because diversity of thought solves problems!  we are seeking highly creative and motivated experienced data scientists with exceptional skills who will complement our growing team. inqbator's natural language processing (nlp) platform coupled with large proprietary healthcare datasets and strategic vision of transforming decision making in healthcare require a state of the art machine learning platform. as a senior machine learning (ml) data scientist, you will design, develop, prototype and scale machine learning experiments to automate clinical decision making. employs a variety of algorithmic and statistical techniques, including deep learning, collaborative filtering, and other machine learning techniques to extract insights from structured and unstructured electronic health record data and other healthcare data sources. design and apply statistical techniques to evaluate and monitor the outcomes of automated clinical decision making . help evolve qpid’s nlp platform, combining input from clinicians and other domain experts with state of the art nlp techniques. build data driven apps whose goals are to: translate data into intelligence, help transform the work of clinical decision making, quality reporting and pathway planning, and to help solve a variety of strategic business problems in healthcare. assists business with causal inferences & observations providing data-driven business insights minimum experience required bachelor’s degree in computer science or related field required. master’s degree in computer science a plus 4+ years of industry experience involving machine learning for commercial production in a structured environment. required skills machine learning expertise ability to select appropriate models given a well defined problem / data set ability to conceptualize, validate, and improve upon features used within models ability to measure model performance appropriately and prevent overfitting and other common modeling pitfalls. familiarity with industry tools, libraries and coding quality high proficiency in python high proficiency writing sql experience with deep learning and/or natural language processing algorithms and tools a strong plus. experience with java/c++ a strong plus. experience with big data frameworks (hadoop, spark, etc.) a plus. experience with healthcare data a plus. “can do” attitude: you are biased towards action and ready to speak your mind. excellent organizational and communication skills. our company and what we offer evicore healthcare is committed to making a positive impact on healthcare, and also making a positive impact on our employees. evicore offers a variety of perks and benefits including, but not limited to: flexible scheduling and work/life balance with remote and work from home opportunities 3 weeks of pto(starting) per year plus paid holidays education assistance, tuition reimbursement and professional certifications health, dental, vision, and life benefits with employer funded hsa comprehensive employee discount program, onsite fitness facilities, and smart casual dress code paid volunteer community service days ample opportunities for growth, advancement, and promotion 401k retirement plan with company match of 50% employee contributions up to 6%",d99865eae70c9779
99,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,94000.0,Cambridge,MA, , ,"job description camp4 is seeking a data scientist specializing in statistical genetics. the successful candidate will utilize state-of-the-art statistical genetics tools and develop novel methods and strategies that interrogate the interface between human genetic variation and high-dimensional genomics datatypes, to generate focused hypotheses that drive target identification/validation and drug discovery. he/she will work closely with a team of computational biologists and data scientists, as well as experimental and translational scientists, to integrate diverse proprietary datasets and develop predictive modeling, with the goal to advance our understanding of transcriptional regulation of diseases and to discover therapeutic approaches. reports to the head of data r&d. ph.d. degree required. key responsibilities collaborate and work independently, with a team of computational biologists and data scientists to develop, iterate and execute innovative strategies for genomic data integration and modeling/prediction write code to execute data analysis, visualize and provide interpretation and context to results of analysis identify, evaluate, and apply new methodologies and emerging technologies, and develop software tools where gaps exist collaborate closely with experimental and translational scientists to ensure biological validity and clinical utility, to drive camp4’s platform feature establishment and reciprocal optimization of methods and pharmaceutical candidates demonstrate initiative and a sense of urgency to discover medicines for unserved patients opportunity for advancement in a dynamic, research-rich and therapeutically-oriented environment, including external collaborations with industry and academia  qualifications ph.d. in statistical genetics, human genetics, complex trait analysis, computational genomics or equivalent industry experience or post-doctoral fellowship preferred recognized excellence as evidenced from top-tier peer-reviewed publications and references solid background in analysis and interpretation of diverse, complex trait genetic datasets. experience integrating multiple diverse sequence and omics datatypes to study disease, response or other human traits, as well as their interaction with gene regulation, biological pathway analysis and population genetics experience interrogating various next generation sequencing (ngs) datatypes, including gwas, phwas, wes and wgs. experience with diverse analysis methods and tools, including mendelian randomization, heritability analysis and bioinformatics creative, thinks out-side-the-box, in developing fit-for-purpose solutions for data needs excellent collaboration skills and ability to communicate effectively with biologists attention to detail, high professional integrity and commitment to excellence in execution passionate about realizing the potential of fundamental scientific discoveries to the bettering of patients’ lives and health about camp4 founded in 2016 and focused on a core mission of realizing a world with ‘an effective treatment option for every patient,’ camp4 therapeutics evolved from seminal discoveries made by company founders dr. richard young and dr. leonard zon, characterizing the ways in which dynamic cell signaling networks control the expression of genes. operating at the intersection of genomics, computational biology and data sciences, camp4 has extended this foundational work, creating a unique gene circuitry platformtm to amplify the value of cellular and genetic insights to better understand how genes are controlled by signaling pathways in specific disease states. by generating proprietary 4d maps, camp4 can identify de-risked druggable targets, produce actionable insights and improve therapeutic predictability, potentially addressing hundreds of diseases and benefiting millions of patients globally. find out more at www.camp4tx.com.",03bf439bfa53ee13
100,Machine Learning Scientist,DeepBiome Therapeutics,,Cambridge,MA, , ,"machine learning scientist location: kendall square, cambridge, ma, usa | full time responsibilities build and reinforce the computational framework for processing various metagenomics projects with indications in human health. work alongside bioinformaticians, computational biologists, engineers, and biologists in a highly collaborative environment. learn existing biological databases and how we can leverage them into our platform. analyze, improve, and maintain relational databases. develop and maintain high quality revision controlled code. build docker images for complicated tasks. qualifications a strong publication record including peer-reviewed ai conferences such as acl, cvpr, iccv, iclr, icml, or nips. a degree in computational science or related discipline with a focus on machine learning. up to date with cutting edge approaches and technologies in deep learning. familiar with predictive modeling/statistical concepts: multi-scalar dimensional models, neural networks, logistic regression, etc. experience building/developing deep learning software. creative and adaptive. must be able to critically think and leverage new technologies. ready to work in a multi-disciplinary team projects. clear, consistent, and open communication is a must. talented, highly motivated, and self-driven. in-depth understanding of data structure. proficiency in python, r, docker, github, and linux environments. experience with cloud computing platforms such as aws, gcp, or azure. basic understanding of biology. understanding of genomics/microbiome a plus. intangibles competitive salary, top benefits, and stock options. to apply please send the following materials to apply@deepbiometherapeutics.com brief self intro and interest resume references",2b2f1c2f8b26b918
101,Data Scientist Engineer,Octo Consulting Group,,Boston,MA, , ,"octo is currently seeking a platform security engineer to join a growing team on an exciting and highly visible project for a dod customer.  the project you will be working is to define and design the data architecture and taxonomy in preparation for conducting extensive analysis of the data ingested via air force existing legacy applications to a more evolvable architecture that can better leverage a cloud environment to deliver better technology, reduce program sustainment costs, and higher system reliability. our approach is to transform legacy applications to be cloud native and reside on a platform as a service (paas). additionally, modernize current applications by breaking them down into loosely coupled micro-services, and leveraging a continuous integration / continuous delivery pipeline to enable an agile devops strategy.  octo data scientists on this project will have an opportunity to …receive 6+ months of pivotal cloud foundry training as part of the standard on-boarding process for this project.  you…  as a data scientist at octo, you will be involved in the analysis of unstructured and semi-structured data, including latent semantic indexing (lsi), entity identification and tagging, complex event processing (cep), and the application of analysis algorithms on distributed, clustered, and cloud-based high-performance infrastructures. exercises creativity in applying non-traditional approaches to large-scale analysis of unstructured data in support of high-value use cases visualized through multi-dimensional interfaces. handle processing and index requests against high-volume collections of data and high-velocity data streams. has the ability to make discoveries in the world of big data. requires strong technical and computational skills - engineering, physics, mathematics, coupled with the ability to code design, develop, and deploy sophisticated applications using advanced unstructured and semi-structured data analysis techniques and utilizing high-performance computing environments. has the ability to utilize advance tools and computational skills to interpret, connect, predict and make discoveries in complex data and deliver recommendations for business and analytic decisions. experience with software development, either an open-source enterprise software development stack (java/linux/ruby/python) or a windows development stack (.net, c#, c++). experience with data transport and transformation apis and technologies such as json, xml, xslt, jdbc, soap and rest. experience with cloud-based data analysis tools including hadoop and mahout, acumulo, hive, impala, pig, and similar. experience with visual analytic tools like microsoft pivot, palantir, or visual analytics. experience with open source textual processing such as lucene, sphinx, nutch or solr. experience with entity extraction and conceptual search technologies such as lsi, lda, etc. experience with machine learning, algorithm analysis, and data clustering.  us…  we were founded as a fresh alternative in the government consulting community and are dedicated to the belief that results are a product of analytical thinking, agile design principles and that solutions are built in collaboration with, not for, our customers. this mantra drives us to succeed and act as true partners in advancing our client’s missions. what we’d like to see…  full-stack software development experience with a variety of server-side languages such as java, c#, php, or javascript (nodejs) experience with modern front-end frameworks like react, vue, or angular intimate knowledge of agile and lean philosophies and experience successfully leading software teams in the practice of these philosophies experience with continuous delivery and continuous integration techniques using tools like jenkins or concourse experience with test-driven development and automated testing practices experience with data analytics, data science, or data engineering, mysql and/or postgres, graphql, redit, and/or mongo experience with building and integrating at the application and database level rest/soap apis and messaging protocols and formats such as protobuf, grpc, and/or rabbitmq experience with pivotal cloud foundry experience with event/data streaming services such as kafka experience with enterprise service bus and event driven architectures experience with prototyping front-end visualization with products such as elasticstack and/or splunk strong communication skills and interest in a pair-programming environment bonus points if you… possess at least one of the agile development certifications certified scrum master agile certified practitioner (pmi-acp) certified scrum professional have proven experience writing and building applications using a 12-factor application software architecture, micro services, and api are able to clearly communicate and provide positive recommendation of improvements to existing software applications years of experience: 5 years or more  education: associates in a technical discipline – computer science, mathematics, or equivalent technical degree  clearance: secret",e7b24f15640c4496
102,Deep learning engineering intern,"UII America, Inc.",,Cambridge,MA, , ,"uii america, inc., a subsidiary company of shanghai united imaging intelligence healthcare co. ltd. (uii), is building an organization of highly-motivated, talented and skillful ai experts and software developers to strengthen our r&d power and address the need of our innovative products in the usa market. united imaging intelligence (uii) was established on december 21, 2017. it is committed to providing ai solutions for medical devices, imaging, and diagnosis – to helping clients better understand and embrace ai. united imaging intelligence is led by two world-renown leaders in the ai industry. together, they will lead uii in focusing on “empowerment” and “win-win.” uii empowers doctors and equipment in order for doctors and hospitals to win, for research institutions to win, and for third-part companies to win. uii america, inc. is building a world-class research and development team in cambridge, ma.we have an immediate opening for a deep learning engineering intern who can work full time / par time. to qualify for the position, you are required to match the following criteriagood understanding of deep learning, have experience is using, creating and customizing deep neural networksprior experience of using pytorch, tensorflow for solving problems using deep learningprior experience of using deep learning infrastructure like kubernetes, distributed deep learning, etc. will have an advantageexperience working with linux, good understanding of docker based development and deploymentexperience using ide like vs code, visual studioexperience using version control like gitlabability to work as part of a teamattention to detail, analytical skills, problem-solving skillsgood communication skillsrequired education level: ms in computer science / electrical engineering/ information technologyjob type: internshipexperience:relevant: 1 year (preferred)education:master's (preferred)",91c30be87e60f743
103,Senior Data Scientist,Syndic8 DMS,,Boston,MA, , ,"you: you are not a traditional data scientist. you sleep, eat, and breath excel and r, but are tired of working task lists in a slow-moving corporation. you enjoy the process of discovering new data challenges, and want the freedom to create meaningful solutions in real-time. you are constantly learning, teaching yourself new disciplines, and you are obsessed with the potential uses of neural networks, artificial intelligence, and machine learning. you want the autonomy and responsibility that comes with being the company’s go-to resource for all-things data.  in this role, you will translate complex business challenges into data tasks – our managers and clients know what’s wrong, and it is up to you to investigate in the data, determine the cause, and devise an elegant solution. you will continually refine your models to learn from increasing amounts of available information. you will decide what data points should be silently corrected, vs. highlighted with intuitive suggestions. this suggestion engine will be the foundation of the company’s core product.  as the quality of data improve, your role will increasingly shift towards predictive analytics – using platform data to drive the high-level business strategies of our clients.  you’ll be a skills fit if you: have 5+ years of experience using r, python, excel vba, apache spark, eclipse deeplearning4j, and similar libraries have significant experience using ai toolkits such as tensorflow, pylearn2, and pattern have significant experience building and training models using web services such as amazon rekognition, ibm watson, and google cloudvision have experience with image recognition, and image content identification routinely identify high-value data issues, explain their business impact to senior executives, and devise an elegant solution to the problem  you’ll be a character fit if you: enjoy the challenges and rewards of working in a *very* early stage startup (very strong preference for someone who has worked in a <50-person company). are constantly tinkering (we love tinkerers!). enjoy challenging the status quo, and constantly come to your team with ideas for improvement. know when to check in for approval vs. run with an idea. view working for a large corporation as the death of productivity, innovation, intellectual stimulation, education, and pretty much any other goal of a company/job. do not sit idle once a task is complete – you have a constant backlog of tasks, or things you want to learn. have worked in a variety of team environments – distributed, remote, off-shore, near-shore, etc. think that tcp/ip is one of the most under-appreciated accomplishments of modern computing. want to create (and i really mean *create*) a fun, hard-working environment of peers with whom you’re excited to slay the day. don’t get wrapped up in titles, and chip in on things that need doing without asking (even if they have absolutely nothing to do with your responsibilities).  what you get: outstanding benefits, including fully-paid health insurance, 401k, commuter benefits, generous vacation, byod compensation, etc. flexible work environment – e.g. working from home, shifted hours, etc. potentially, equity shares in the company, depending on your experience the unique experience, pride and status that comes from being one of the first employees of a software startup the opportunity to build your own team as we expand, and shape the entire company/product the opportunity to “do it right” this time. we have all inherited someone else’s mess at some point, and wished we could build something from scratch to meet our own impeccable standards. it’s time to seize the opportunity. company perks flexible schedule flexibility is key - we realize that working from home can significantly improve our team's work-life balance, so we're pleased to offer this as an option to the right individuals. new apple machine who doesn't love a shiny new laptop? paid holidays we include a generous combination of paid holidays, vacation time, and rollover options. free meals every monday we have free breakfast, and ad-hoc free meals throughout the week. one of the many perks of our central location at wework st. james. competitive salary working for a startup isn't easy, and it isn't for everyone. we recognize your hard work with a compensation plan tailored to you. generous benefits syndic8 offers generous coverage for health, dental, and vision insurance, as well as commuter benefits and a 401(k). staff also benefit from a wide range of perks through wework, including discounted fitness club memberships and more. work with us we're constantly searching for talented individuals. if you think you're a fit for a position please email your résumé and cover letter to careers@syndic8.io.",9667a6edb7b6f494
104,Machine Learning Engineer,Wise Systems,,Cambridge,MA ,02140, ,"about wisewise systems is transforming the way that companies deliver goods and services, empowering today’s fleets to be more efficient and customer-driven. our cloud-based autonomous dispatch and routing system dynamically manages all aspects of delivery operations with intuitive yet powerful user experiences for drivers, dispatchers and delivery recipients, and increasing levels of automation to support large fleets. at the core of our platform is a powerful optimization engine that uses machine learning to continuously improve operations and adapt to the realities delivery drivers face on the road each day.wise systems came out of mit inspired by the goal of using data to make cities smarter. we fell in love with the unique scale and complexity of the challenges faced by the logistics industry and the real-world impact smart technology could make.based in cambridge, ma, the wise systems team values initiative and expects everyone to take on responsibility and to grow in their roles. our diverse team is made up of individuals with a wide range of backgrounds, experience, and skills. we share curiosity and a passion for producing quality technology.your positionas a machine learning engineer you will have a leading role in our machine learning development efforts.wise systems utilizes the data generated by customer operations to predict and prepare them for the future, optimally adapting plans around the reality fleets face on the ground. we are constantly finding new ways to apply machine learning to making our customers more efficient and dynamic.you will have the opportunity to leverage machine learning techniques to build processes to gather insights from a high volume of data from multiple sources. you will develop systems to efficiently process the data in our platform. you will ultimately be responsible for developing powerful software systems that reinforce our place as a market leader in machine learning and delivery software.you will be on the wise systems data team, but also working alongside many different members of the wise systems team, from our wider product and engineering teams to our sales and customer experience teams. you will get the opportunity to creatively solve problems, design features, and independently manage your projects. as you grow, you will have the opportunity to take a position managing a team of engineers as a lead or architect.your day-to-day researching machine learning techniques and applying them to customer datadesigning and deploying new machine learning-focused featuresworking with a team of data scientists and engineers to build scalable, end-to-end ml and data solutionsworking with large and varied datasets to create new datasets and process both structured and unstructured data into a form suitable for analysisarchitecting and designing ml/data pipelines and applications that are performant, robust, and scalablelearning the different ai/data science components/models in order for the algorithm to be properly translated into production codepartnering with technology teams to deploy and monitor data/machine learning pipelinesdesigning and implementing solutions that increase the team’s iteration speedwriting production-grade code to implement robust data/machine learning pipelinesthis position can be located in boston or montrealjob type: full-timeexperience:relevant: 3 years (preferred)machine learning: 1 year (preferred)work location:multiple locationsone locationbenefits:health insurancedental insurancevision insuranceretirement planpaid time offflexible schedulethis job is:open to applicants who do not have a college diplomaschedule::monday to friday",460de1c986a04514
105,Head of Talent Acquisition - Data Science and Machine Learni...,Wayfair,,Boston,MA, , ,"head of talent acquisition - data science & machine learning  analytics recruiting supports wayfair's rapidly scaling machine learning, data science and algorithmic development teams. additionally, you will provide support for web analytics and business intelligence, pricing and competitive intelligence strategy, supply chain analytics and operations research. these businesses are the engine that powers an enterprise obsessed with data and technological innovation. they move fast, iterating quickly on big business problems, applying technology to accelerate unlocking insights and providing outsized value across all global functions from pricing to logistics, marketing to finance, and customer recommendations and search technology. come help us build world-class ai and data-centric technologies for the future of ecommerce.  what you'll do  partner with business leaders to design, build and execute a strategic hiring plan to attract the world's best technical talent and hit aggressive growth goals grow and lead a team of technology recruiters and sourcers with a focus on learning, career development, and the creation of mastery in all areas of recruitment advise business stakeholders on addressable talent markets, conduct talent pool analysis, build and organize talent research use data to solve talent attraction and assessment problems, translate metrics into useable insights for recruiters, sourcers and stakeholders alike, drive processes efficiencies ensure an impressive candidate experience through top-tier communication and timely feedback, as well as interviewer preparedness and effective interview formatting foster an environment of knowledge sharing, collaboration, and continued learning where the status quo is questioned and ideas for improvement are championed and continually explored   what you'll need  bachelor's degree, advanced degree or equivalent experience 10+ years of experience in talent acquisition with demonstrable success in hiring across multiple domains (roles, seniority, geos) 5+ years of experience leading and growing talent acquisition teams proven success delivering innovative sourcing and recruiting methods within a technical, high growth environment experience creating and executing a comprehensive growth strategy at scale familiarity and comfort with a data driven environment, ability to use metrics to guide decision-making",202f97c24457ff59
106,Principal Data Scientist,Humana,,Boston,MA ,02109,Central area,"description the principal data scientist will provide thought leadership on the practical application of machine learning and advanced analytical methods and cultivate a data driven culture across the company. the principal data scientist will collaborate with key business leaders to understand business problems and formulate analytical solutions for problem solving as well as lead or collaborate with a team of data scientists, data analysts or big data engineers on analytical projects, proving benefits of solutions and helping with execution and measurement. subsequently, the principal data scientist have strong prioritization skills, while being dynamic and agile responsibilities the principal data scientist will provide thought leadership on the practical application of machine learning and advanced analytical methods and cultivate a data driven culture across the company. the principal data scientist will collaborate with key business leaders to understand business problems and formulate analytical solutions for problem solving as well as lead or collaborate with a team of data scientists, data analysts or big data engineers on analytical projects, proving benefits of solutions and helping with execution and measurement. subsequently, the principal data scientist have strong prioritization skills, while being dynamic and agile. the principal data scientist must also be able to communicate complex quantitative analyses in a clear, precise, and actionable manner to management and executive level audiences while being able to build relationships with their partners. the principal data scientist must be proactive and work with a sense of urgency. required qualifications master’s degree in machine learning, computer science, statistics, mathematics, data science, engineering, or similar quantitative fields of study 10+ years hands-on technical experience in using machine learning to understand the patterns in large volumes of data, identify relationships, detect data anomalies, and classify data sets 2+ years project and/or people leadership experience strong programming skills in python and pyspark and standard libraries such as scikit-learn, tensorflow, keras and spark ml extensive experience solving analytical problems using quantitative and qualitative approaches. specifically, demonstrated practical experience in building end to end data science solutions and applying machine learning methods to real world problems. experience with state-of-the-art techniques in machine learning algorithms, including deep neural networks, nlp, dimensionality reduction, ensemble methods, graph algorithms. experience with cloud-based ecosystems (gcp, aws, azure) experience with providing strategic advice and guidance to functional teams in a collaborative fashion; working alongside other analytic individuals and team experience in developing, maintaining, and collecting structured and unstructured data sets for analysis and reporting successful demonstrated experience in working with senior executives to develop and drive segment or enterprise-wide functional strategies ability to advise one or more areas, programs or functions ability to work at very high levels in multiple knowledge and functional areas across the enterprise experience leading and growing junior talent experience with disrupting or leading a wave of change in their industry preferred qualifications ph. d degree 3-5+ years project and/or people leadership experience big data experience (hive, spark, hdfs) a big plus! experience in healthcare data scheduled weekly hours 40",4974d76254673c55
107,Customer Data Scientist/Sales Engineer (Boston),h2o.ai,,Boston,MA, , ,"company overview h2o.ai is the open source leader in ai with a mission to democratize ai for everyone. h2o.ai is transforming the use of ai with software with its category-creating visionary open source machine learning platform, h2o. more than 18,000 companies use open-source h2o in mission-critical use cases for finance, insurance, healthcare, retail, telco, sales and marketing. h2o driverless ai uses ""ai to do ai"" in order to provide an easier, faster and cost-effective means of implementing data science. h2o.ai partners with leading technology companies such as nvidia, ibm, aws, intel, microsoft azure and google cloud platform and is proud of its growing customer base which includes capital one, progressive insurance, comcast, walgreens and marketaxes. for more information and to learn more about how h2o.ai is driving an ai transformation, visit www.h2o.ai. job summery: can you learn demonstrations (demos) built with r and/or python? if you think of a cool demo and it doesn't exist, will you raise your hand to get it built? can you sling code proficiently in at least one language used by data scientists and/or data engineers, and does it excite you to learn more? are you skilled at predictive modeling? do you view communication skills just as important as technical ones? can you listen to the needs of your peers and customers and adapt where need be? can you write a technical proposal and explain it in simple terms? do you have a competitive drive to be the best you can be? can you finish what you start? can you own assignments given to you? if the answer is ""yes"" to these questions, you potentially could be an excellent fit to join the team of customer engineering makers at h2o.ai. we deliver world-class solution experiences for our customers and drive revenue for our organization. some of the technical projects you will work on include: training advanced machine learning models at scale in distributed environments, influencing next generation data science tools and data products, and pioneering ideas and products in new areas, such as machine learning interpretability, automatic machine learning, model management, deployment pipelines, and gpu computing. qualifications and skills: a great candidate for customer data scientist/sales engineer should: know python, r, java, scala, spark. have experience with big data including hadoop, spark, kafka. have a working knowledge of ml algorithms for regression and classification problems. understanding of supervised, unsupervised, deep learning techniques knowledge of xgboost, linear regression, gbm, glm, lightgbm, random forest and other common ml algorithms experience using tensorflow, keras, scikit libraries for performing ml . have strong interpersonal, communication and presentation skills. 2+ years' experience with performing customer facing activities as part of a pre-sales team or professional services team. pre-sales experience is nice to have but not required. comfortable with traveling up to 50%. we are interested in candidates coming from ai/ ml startups and have several years of work experience after completing their msc or phd degrees. h2o.ai perks! flexible work hours and time off. h2o.ai is an equal opportunity employer. we welcome and encourage diversity in the workplace regardless of race, gender, sexual orientation, gender identity, disability or veteran status. ga4oxtq2ch",f73b926d3ff7c9b0
108,Data Science Associate,Elemental Machines,,Cambridge,MA ,02138,West Cambridge area,"at elemental machines, we believe there is critical data encoded in the physical world around us. experimental irreproducibility, process failure, optimization, and success are all affected by unseen, unmeasured forces. through our integrated technology platform, our life science, synthetic biology, pharma and agsci customers measure, analyze, understand and decipher equipment performance, environmental conditions, and scientific processes to yield actionable insights  our customers are addressing some of the world’s greatest challenges – curing diseases, developing revolutionary therapies, and producing innovative food sources to feed a growing global population. elemental machines is supporting their work – from r&d through manufacturing.  simply put, elemental machines is revolutionizing the information that teams in science-based industries can use to improve productivity and outcomes. with elemental machines, insights drive advantage.  we are looking for a data science associate to develop new, cutting-edge iot devices. you will design new iot devices from scratch as well as extending emi’s existing line of devices. we are looking for someone who can cook up proofs of concept as well as engineer for regulatory and production.  the ideal candidate will be a self-starter, comfortable in a fast-paced startup environment, willing to lead and learn.  responsibilities build data analysis tools for mining iot time series data and large scientific data sets develop and train machine learning models work with the engineering team to implement your models and algorithms work with commercial and business development teams to support data science projects with customers serve as an expert resource, keeping up-to-date on trends and latest topics in data science requirements minimum of bs in data science, computer science, statistics, mathematics or other science/engineering disciplines 1-2 years experience working on data science products/tools that have commercially shipped demonstrable knowledge of advanced statistics/analytics, including work samples/git repositories knowledge of basic and advanced prediction models with an emphasis on time series analysis proficiency in python, r, and sql pluses life science laboratory (academic/industry) background or work experience experience with time series databases experience with nlp knowledge of docker/kubernetes and cloud computing tools",b5ad117eac101765
