,job_title,company_name,city,state,zipcode,neighborhood,description,annual_salary,link
32,"Assistant Director, Data Science",Liberty Mutual Insurance,Boston,MA ,02101, ,"The National Insurance Data Pioneering group is looking for data scientists to join its team and help promote a data-driven culture throughout National Insurance. To facilitate an elite underwriting organization, we will closely partner with many teams across Product, Underwriting Strategy & Excellence, Strategy & Insights, and our various Underwriting segments to provide advanced analytical support and enable NI to out-select its competitors. This position is focused on deploying insights through predictive modeling, machine learning, and inferential statistics across Underwriting, Distribution, Product, and Industry Analytics that will enable strategic decision-making for our product and underwriting customers across NI. This is a rare opportunity to be part of a diverse and new analytics team, and a great fit for a predictive modeler who is looking to provide value to the insurance business. Responsibilities: Research and develop predictive analytic solutions. Leverage knowledge to design and deploy solutions for business needs. Mine large data sets using sophisticated analytical techniques to generate insights and inform business decisions. Identify and test hypotheses, ensuring statistical significance, and build predictive models for business application. Translate quantitative analyses and findings into accessible visuals for non-technical audiences, providing a clear view to interpret the data. Enable the business to make informed decisions among choices, with a reasonable view into likely outcomes. Customize analytic solutions to specific client needs. Regularly engage with the data science community and participate in cross-functional working group. Qualifications: Advanced degree in Statistics, Mathematics, Economics, Actuarial Science or other quantitative field of study plus: 2 years of experience in modeling or advanced analytics with a Ph.D. 4 years of experience in modeling or advanced analytics with a Master's degree 5+ years of experience in modeling or advanced analytics with a Bachelor's degree Advanced functional skills and knowledge of predictive modeling toolsets and code; expert resource for tool development. Solid knowledge of predictive analytics techniques and statistical diagnostics of models. Demonstrated ability to exchange ideas and convey complex information clearly and concisely. Has a value-driven perspective with a focus on understanding the work context and business impact. Benefits:  We value your hard work, integrity and commitment to positive change. In return for your service, it’s our privilege to offer you benefits and rewards that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits Overview: At Liberty Mutual, we give motivated, accomplished professionals the opportunity to help us redefine what insurance means; to work for a global leader with a deep sense of humanity and a focus on improving and protecting everyday lives. We create an inspired, collaborative environment, where people can take ownership of their work; push breakthrough ideas; and feel confident that their contributions will be valued and their growth championed. We’re dedicated to doing the right thing for our employees, because we know that their fulfillment and success leads us to great places. Life. Happiness. Innovation. Impact. Advancement. Whatever their pursuit, talented people find their path at Liberty Mutual.",134700,e7a49cf5c4f22d66
33,Statistical Data Analyst,TUFTS University,Boston,MA ,02116,South End area,"This is a grant funded position and is not eligible for severance pay. Applicants are required to submit a cover letter.  The Biostatistics and Data Management Core Unit at the Jean Mayer USDA Human Nutrition Research Center on Aging (711 Washington St, Boston MA) at Tufts University consults and assists in study design, implementation, and data analysis to support the center’s research activities, with an emphasis on reproducibility and transparency. The HNRCA is one of the leading research centers on nutrition and healthy aging worldwide.   Gain experience in applied statistical analysis working on a variety of research projects under general supervision of the senior statistician. Become knowledgeable about all aspects of the study pipeline from protocol development through data analysis and reporting results. Ideal for those with experience in applied biostatistics or closely related field and a passion for advancing nutrition research through application of rigorous statistical methods. Candidates with background in any applied statistics field will be considered. This is a full time position.  Duties and responsibilities include, but are not limited to, the following:  Develop written sections for proposed statistical methods in extramural grant applications in consultation with the senior statistician Design and perform statistical analyses using quantitative methods such as linear regression, logistic regression, survival analysis and methods for clustered, repeated measures and categorical data Perform sample size and power calculations to aid in study design development Implement statistical programming in SAS, R, or other related software for data analysis and data visualization Carefully document all programming, data manipulation, and decision steps, which will serve as a technical appendix to project deliverables and ensure the reproducibility of any scientific findings Participate in the preparation of statistical methods sections and publication quality figures and visualizations for manuscripts.  Qualifications  Basic Requirements:  Bachelor’s degree required, with some applied statistical experience. Knowledge of statistical methods at the level of a degree program in statistics, biostatistics, epidemiology, applied mathematics, or closely related field. Statistical programming experience in SAS, R, or related software. Ability to manage multiple projects simultaneously. Preferred Qualifications: 2 or more years’ experience in applied statistical analysis of clinical or biological data in a research setting. Master’s degree preferred. Experience in statistical analysis of clinical or biological data in a research setting. Excellent communication skills. Strong team player. Special Work Schedule Requirements: This position may occasionally require work on nights and/or weekends as determined by need.   An employee in this position must complete all appropriate background checks at the time of hire, promotion, or transfer.  Equal Opportunity Employer – minority/females/veterans/disability/sexual orientation/gender identity.   Primary Location: United States-Massachusetts-Boston Job: Research Organization: Core/Service Support-HNRC Employee Status: Regular  Schedule: Full-time Job Posting: May 29, 2019, 7:59:14 AM",,3424e4371d1f06f7
34,Data Scientist,Etiometry,Boston,MA ,02134, ,"Position Summary  We are currently seeking a Data Scientist to help us mine information from our rapidly growing set of clinical data. The insight gained from these mining expeditions will help us understand the impact that our technology is having on critical care, determine new use cases for the technology, and develop future versions with more advanced capabilities. You will be tasked with a range of responsibilities, including data mining, statistical analysis, model development, and database curation/augmentation. You will also participate in the preparation of manuscripts for journal publications and of abstracts and talks for scientific conferences. Lastly, you will be actively engaged with Etiometry’s partnering academic medical centers for expanding and enhancing the company’s existing collaborations.  Responsibilities  Manipulate large clinical data sets. Mine patient data for critical events, outcome variables, and treatment actions. Perform statistical analysis to understand the relationships between clinical variables and Etiometry’s Risk AnalyticsTM Develop models for prediction and classification utilizing machine learning techniques, such as logistic regression, SVMs, neural networks, decision trees etc. Provide data mining and data analysis support, including data cleaning, to data customers, such as Etiometry’s research and development teams and research collaborators from partnering hospitals. Research current advances in data science and statistical analysis methods. Publish analysis findings at data science conferences and in journals. Basic Qualifications  Master’s Degree, or Bachelor’s Degree with 3 years of experience, in engineering, computer science, statistics, bioinformatics, or other related fields. Strong background in statistical analysis, machine learning, and data mining, including regression analysis, classification, predictive modeling, feature engineering, hypothesis testing etc. Solid understanding of probability theory and statistics. Experience in manipulating large data sets of time-series and intermittent data. Strong communication and organization skills. Proven ability to contribute to emerging or cross-disciplinary fields. Experience performing independent research. Desired Qualifications  Experience working with Python as a development language with an emphasis on data science. Experience with Python data analysis packages such as Scikit Learn, Pandas, and SciPy. Comfortable working in a Linux-based environment. Experience working with database types such as MongoDB, MySQL, and Postg Knowledge of Bayesian data analysis methods such as model comparison, Markov Ccain Monte Carlo sampling, Hierarchical modeling, Generalized linear models, and Bayesian Neural N Experience working with clinical data. Contact Us  If you are interested in this opportunity, please email careers@etiometry.com with your resume.",,4145274d0b8bbe86
35,Data Scientist (Ad Tech),KAYAK,Boston,MA, , ,"Position  ""Love numbers"" is one of KAYAK's core cultural values, and being the leading travel search engine worldwide means that we have a lot of data at our disposal. We're looking for a Data Scientist for our Ad Technology team who can extract, interpret and use that data to grow our business. You'll be working in a cross functional team of Data Scientists, Engineering, Product and Design who together are responsible for the development of ad products across each of KAYAK's seven travel brands.  KAYAK promotes an agile and fast paced work environment, providing daily opportunities for learning, growth and development. We're looking for someone who understands how to be proactive in their approach to problem solving, yet who feels comfortable reaching out for support and input when necessary. Team members aim to achieve maximum results in minimum time, making strategic decisions about which projects to prioritise based on a strong understanding of business goals.  Some examples of projects you will be working on are: automating reporting processes for the wider company, visualising data to tell a story, defining core metrics and measurement methods and developing algorithms to ensure that our partners are paying the right price for their traffic. You'll gain an understanding of our data and products to drive your own projects, ensuring our ad products bring efficiency to our partners, incremental revenue to our business and benefit to our users.  What we're looking for   2+ years of industry experience in a Data Science or Analytics role Bachelor's degree or higher in Computer Science or a related field, or 3+ years of experience in a technical role Confident in writing code, especially in Python; Java a plus but not required Experience or a strong interest in modern machine learning algorithms and techniques Good knowledge of probabilities and statistics, in particular statistical inference and linear models Familiarity with SQL and database systems; Hive/Hadoop a plus but not required Familiarity with Unix shell scripting Great communication skills; you should be capable of bridging business and technology Visualization to tell a story and explain a point Management of projects all the way from scoping to evaluation  About KAYAK  At KAYAK we help millions of travelers around the globe make confident travel decisions. KAYAK searches other sites to show travelers the information they need to find the right flights, hotels, rental cars and vacation packages and is the world's leading travel search engine.  As an employee of KAYAK, you will be part of a global network that includes OpenTable and KAYAK's portfolio of metasearch brands including Swoodoo, checkfelix, momondo, Cheapflights, Mundi and HotelsCombined. Many employees are dedicated to one brand, but we all have the benefit of using each others strengths and insights. Together, we're able to help people experience the world through dining and travel.  KAYAK is an independently managed subsidiary of Booking Holdings.  Benefits and perks   4 weeks paid vacation Day off on your birthday Generous retirement plans Awesome health, dental and vision insurance plans Flexible Spending Accounts No stupid meetings Drinks, coffee, snacks, games etc. Flexible hours Free massages from professional masseuse Regular team events/excursions  KAYAK is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees – no matter their race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. Whoever you are, just be you.",,4592dfbd9db941a0
36,Data Scientist,"Foundation Medicine, Inc.",Boston,MA, , ,"About Foundation Medicine:  Foundation Medicine began with an idea, to simplify the complex nature of cancer genomics, bringing cutting-edge science and technology to everyday cancer care. Our approach generates insights that help doctors match patients to more treatment options and helps accelerate the development of new therapies. Foundation Medicine is the culmination of talented people coming together to realize an important vision, and the work we do every day impacts real lives. We are looking for a Data Scientist to join us in our mission to help achieve improved outcomes for cancer patients with data-driven insights & initiatives.  We now have more high-quality data than ever before, which allows us to answer hard questions in clinical oncology that were previously out of reach. As Data Scientist you will lead our efforts on analyzing real-world clinical and genomic data. Your focus will be on clinical use cases, such as biomarker-based outcomes analyses, examining correlates of genomics and clinical outcomes, clinical utility of next-generation sequencing, and the impact of diagnostics on patient care. You’ll join a mission-driven team of data scientists with diverse expertise and grow your analytical toolbox. Together, you’ll partner with product managers, engineering, and domain experts in oncology and genomics to advance the field. To support your work, you will have access to the richest real world cancer genomics and clinical datasets; these include FoundationCORE, a repository of comprehensive genomic profiles and pathology images from 250,000+ patient tumor samples tested by Foundation Medicine, and our landmark clinicogenomic database developed in partnership with Flatiron Health, which contains 40,000+ genomic profiles paired with longitudinal clinical annotations (including treatments, response, and survival). This is an opportunity to apply your expertise to a unique and powerful dataset to help advance cancer care for patients and researchers.  Desired Skills and Experience: Expertise in analyzing clinical health data, particularly survival/outcomes analyses. Expertise in biostatistics, epidemiology, and/or statistical genetics. Proficiency with statistical analysis software and/or scripting languages (R and/or Python preferred, but are amenable to others). Responsibilities:  Lead our efforts to shape the evolving landscape of clinical oncology with real-world evidence. Support commercial data science projects as part of a cross-functional team. Co-author case studies and peer-reviewed publications. Contribute to a learning culture with conference presentations, journal clubs, etc. to share what you learn and enrich collaborations across Foundation Medicine. Qualifications:  PhD in Biostatistics, Epidemiology, Bioengineering, or a related field; or MS with 3-5 years related work experience. Experience with longitudinal electronic health/medical records is a plus but not required. Experience in oncology (clinical oncology, cancer biology, and/or cancer bioinformatics) is a plus but not required. Proficiency in a database query language (e.g. SQL) is a plus. Those with publications or projects directly related to analyses of clinical and/or genomic data preferred. Please submit a publication list (Pubmed or Google Scholar profile accepted).   Foundation Medicine is proud to be an Equal Opportunity and Affirmative Action employer and considers all qualified applicants for employment without regard to race, color, religion, sex, gender, sexual orientation, gender identity, ancestry, age, or national origin. Further, qualified applicants will not be discriminated against on the basis of disability or protected veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also FMI’s EEO Statement and EEO is the Law and Supplement. If you have a disability or special need that requires accommodation, please let us know by completing this form. (EOE/AAP Employer)  To all recruitment agencies: Foundation Medicine does not accept agency resumes. Please do not forward resumes to our jobs alias, Foundation Medicine employees or any other organization location. Foundation Medicine is not responsible for any fees related to unsolicited resumes.  Back Share Apply Now",,6191757120becbd1
37,Senior Data Scientist,"COBAR Resources, LLC",Boston,MA, , ,"Position summary –The Senior Data Scientist is responsible for the analysis of the US Air Force infrastructure and architecture environment. This role requires working with our public sector clients to do data analysis, modeling, forecasting and experience in managing a small team. Knowledge and experience in databases, statistics, and machine learning are needed in order to analyze the client’s metrics and to turn data into critical information to make sound organizational decisions.The successful candidate will not only be able to mine data but to present their insights effectively in both written and verbal communicationPrincipal duties and responsibilities –Business-minded data scientist with a demonstrated ability to deliver valuable insights via data analytics and advanced data-driven methods.Analyze and processes complex data sets using advanced querying, visualization and analytics tools.Identified, measured and recommended improvement strategies for KPIs across all organizational areas.Develop algorithms based on proven statistical analysis and predictive data modeling that were used to deepen relationships, strengthen longevity and personalize interactions with customers.Play an analytical role researching, designing, implementing, and deploying full-stack scalable data analytics vision and machine learning solutions to challenge various business issues.Apply advanced statistical capabilities and delivers statistical models.Refine and draw reports and presentation on junior data science departmental performance as well as proposed data science and analytics strategies.Works with large sets of data and establishes accurate and scalable analytics systems across varied applications.Required skills:Big Data Queries and InterpretationData Mining and Visualization ToolsMachine Learning AlgorithmsBusiness Intelligence (BI)Research, Reports and ForecastsData and Quantitative AnalysisDecision AnalyticsPredictive ModelingKPI DashboardsPredictive modelingBig dataAbility to work effectively with cross-functional teams (Engineering, QA, release management, network operations, IT management, professional services, etc.).Must be action oriented, capable of multitasking well based on priorities.Strong team player who enjoys working in a fast-paced, dynamic environment.Excellent verbal and written communication and interpersonal skills.Start Date: Oct 2019Clearance Requirement: Background Check , Public trustEducation: Bachelor’s degree or related ExperienceNationality: US Citizen or green card holderExperience: 6+ yearsJob Type: Full-timeSalary: $115,000.00 to $145,000.00 /yearExperience:Data Scientist: 6 years (Preferred)Work Location:One location",130000,45133478321c25f1
38,Associate Data Scientist,Day Zero Diagnostics,Boston,MA ,02134, ,"Day Zero Diagnostics is a bacterial genomics startup in Boston that is seeking to recruit a highly motivated data scientist to join our team. At Day Zero Diagnostics we are modernizing the way infectious diseases are diagnosed and treated by developing a rapid diagnostic that sequences the genomes of pathogenic bacteria, and then uses machine learning methods to identify the cause of the clinical infection.  As an Associate Data Scientist, you will work with a senior machine learning research scientist to develop, implement, and optimize state-of-the-art prediction models from bacterial genomics data. We are looking for candidates with a deep interest in speed optimization that requires intimate knowledge of computing hardware and targeted software design.  Candidates will gain experience in a multidisciplinary and fast-paced startup environment, and will have ample opportunities to acquire new skills, work closely with an accomplished team, and communicate results through patents, conference presentations, and peer-reviewed publications while working in a supportive and energetic environment. We value intellectual curiosity and a strong work ethic, and look for candidates who are both excited to contribute their expertise and eager to broaden their skillset to new areas.  Responsibilities Under the direction of a senior machine learning research scientist, the applicant independently carries out various tasks, including:  Develop and implement algorithms that speed up data processing and machine learning model research. Implement numerically optimized CPU/GPU kernels. Build statistical and analytical tools to research and support machine learning models. Develop, implement, and test machine learning models for predicting phenotypic traits from genomic sequences. Maintain organized, tested code and corresponding documentation. Present data within and outside of the company at meetings and symposia. Write, edit, and submit manuscripts/abstracts/grants detailing the results of the project. Work closely within the group and with outside collaborators. Maintain close communications with the team regarding progress. Requirements Bachelor's or Master’s Degree in Computer Science, Machine Learning, Computational Biology, Bioinformatics, or equiv. Fluency in high performance computing (e.g., parallel computing, memory management, OpenMP, CUDA) Fluency in Python, C/C++, Linux; Familiarity with TensorFlow, SQL and git Familiarity with neural network models (CNN, RNN, etc.) and machine learning best practices Familiarity with NGS data analysis, particularly ONT MinION data, helpful Highly motivated and independent, with the ability to work in a dynamic team environment Strong oral and written communications skills Excellent organizational skills and attention to detail Flexibility to occasionally work evenings or weekends",,3b4349a5a2beb0a3
39,Data Scientist,Zoll Medical Corporation,Chelmsford,MA ,01824, ,"Overview ZOLL Medical is a growing, innovation-driven company on the forefront of delivering medical devices to save lives. With customers in more than 140 countries, we continue to expand our reach as well as our product offerings. Hospitals, emergency medical services (EMS), and others trust us to provide high-quality products and exceptional customer service. ZOLL products are used every day across the globe to save the lives of people who suffer sudden cardiac arrest. From Real CPR Help® technology—an industry first—to the world’s only wearable defibrillator, our capabilities and features set us apart.  As a member of our Scientific Affairs organization for the Resuscitation business, the successful candidate will develop and implement strategies for managing clinical and scientific data that advance the practice of resuscitation. We are looking for a highly driven scientist with a passion for data management and a commitment to creating new solutions that fulfil our customers' needs. We offer the opportunity to work in a collaborative small-team environment where your opportunity to contribute is great. Join our team of talented scientists and engineers to help create innovations that save lives!  As a data scientist on our highly innovative scientific affairs team, the successful candidate will be responsible for designing, implementing, and managing databases of clinical and scientific data. Additionally, the candidate will develop tools for data extraction, annotation, reporting and analysis. The data scientist will work collaboratively with a skilled team of research scientists, advanced development engineers, and clinical research professionals. The candidate will importantly contribute to the development of life-saving technologies as well as the advancement of resuscitation science.  WILL CONSIDER OUT OF STATE APPLICANTS Responsibilities Develop strategies for clinical and scientific data and information storage and mining Comprehensively document and report strategies and database designs Implement databases utilizing state-of-the art tools and technologies Serve as database administrator; manage access to databases and use of data Develop software applications for data extraction, annotation, reporting, and analysis Collaborate with scientists and engineers to conduct research and product development including clinical studies Collaborate with other divisions within ZOLL to share ideas and develop best practices Qualifications In-depth technical knowledge in the development and management of relational databases such as PostgreSQL, MySQL, etc. Working knowledge of SQL Proficient in scripting languages (Python desirable) for data extraction and processing Working knowledge of XML, JSON, and other common data file structures Working knowledge of Linux and system administration Knowledge about cloud computing technologies such as AWS, Azure is a plus Experience with WebSocket protocol and RESTful API is desirable Proficient in MS Office suite applications Working knowledge of MS Windows file sharing and access controls Excellent written, verbal, and interpersonal skills Attention to detail and commitment to delivering a high-quality work product Ability to prioritize and work on multiple projects concurrently Strong critical-thinking and problem-solving skills Ability to work collaboratively within a team  Required/Preferred Education and Experience: M.S. degree in computer information systems, computer science, or biomedical engineering with an emphasis in information management with at least three years of experience or Ph.D. degree in comparable disciplines. Medical research experience preferred including understanding of the Health Insurance Portability and Accountability Act (HIPAA) Experience analyzing physiological signals preferred  Other Duties: Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties, or responsibilities that are required of the employee for this job. Duties, responsibilities, and activities will be reviewed periodically as duties and responsibilities change with business necessity. Essential and marginal job functions are subject to modification.  ZOLL Medical Corporation appreciates and values diversity. We are an Equal Opportunity Employer M/F/D/V.",,7032e835830be10d
40,"Associate, Data Science",Santander Bank,Boston,MA ,02298, ,"Associate, Data Science-1903313 Description The Associate, Data Science will support our Consumer & Business Banking leadership to provide insights gained from analyzing company data and driving projects through the full lifecycle including: building relationships with our stakeholders, framing and structuring business use cases, collecting and analyzing data, and summarizing key insights. They will work with engineers to evangelize data best practices and implement optimization and machine learning solutions. Collaborates across areas of our business at every level of seniority to uncover and address opportunities for analytics and data science Discovers, mines, and evaluates data from across systems and adapts initiatives to needs of business. Develops custom data models and algorithms to apply to datasets Leverages available tools to collaborate with teammates and build a sustainable codebase Uses exploratory data analysis and predictive modeling to identify insights to define and optimize customer experience across channels Ability to innovate and overcome project roadblocks and stakeholder ambiguity Coordinate with other teams to implement analytic solutions and monitor outcomes Qualifications Requirements: Bachelor's Degree w/ equivalent experience 2-5 years in a quantitative field Master's Degree or Ph.D. preferred Demonstrated experience querying databases and using statistical programming languages (SQL, SAS, Python, R, C++,Java, Spark, Scala…etc.). Knowledge and experience with a variety of machine learning and predictive modeling techniques including NLP (clustering, decision tree learning, regression, time-series, artificial neural networks etc.) and their real-world advantages/drawbacks. Experience visualizing data for stakeholders in Tableau, Shiny, D3, or other tools Ability to clearly communicate complex results to technical and non-technical audiences. Strong evidence of leveraging analytics to drive business results. Strong project management skills including effective time management in order to efficiently deliver concurrent projects with competing priorities. Scientific approach including hypothesis formulation and testing. Intellectuallycurious with life and professional goals and a desire to learn new techniques Job :Data Science Primary Location :Massachusetts-BOSTON-75 State Street - 06366 - State Street-Corp Organization :Consumer & Business Banking (1001) Schedule :Full-time Job Posting :Jul 19, 2019, 3:05:50 PM",,c1baf6377075abaa
41,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,Cambridge,MA, , ,"Job Description CAMP4 is seeking a Data Scientist specializing in Statistical Genetics. The successful candidate will utilize state-of-the-art statistical genetics tools and develop novel methods and strategies that interrogate the interface between human genetic variation and high-dimensional genomics datatypes, to generate focused hypotheses that drive target identification/validation and drug discovery. He/She will work closely with a team of computational biologists and data scientists, as well as experimental and translational scientists, to integrate diverse proprietary datasets and develop predictive modeling, with the goal to advance our understanding of transcriptional regulation of diseases and to discover therapeutic approaches. Reports to the Head of Data R&D. Ph.D. degree required. Key Responsibilities Collaborate and work independently, with a team of computational biologists and data scientists to develop, iterate and execute innovative strategies for genomic data integration and modeling/prediction Write code to execute data analysis, visualize and provide interpretation and context to results of analysis Identify, evaluate, and apply new methodologies and emerging technologies, and develop software tools where gaps exist Collaborate closely with experimental and translational scientists to ensure biological validity and clinical utility, to drive Camp4’s platform feature establishment and reciprocal optimization of methods and pharmaceutical candidates Demonstrate initiative and a sense of urgency to discover medicines for unserved patients Opportunity for advancement in a dynamic, research-rich and therapeutically-oriented environment, including external collaborations with industry and Academia  Qualifications Ph.D. in Statistical Genetics, human genetics, complex trait analysis, computational genomics or equivalent Industry experience or post-doctoral fellowship preferred Recognized excellence as evidenced from top-tier peer-reviewed publications and references Solid background in analysis and interpretation of diverse, complex trait genetic datasets. Experience integrating multiple diverse sequence and omics datatypes to study disease, response or other human traits, as well as their interaction with gene regulation, biological pathway analysis and population genetics Experience interrogating various next generation sequencing (NGS) datatypes, including GWAS, PhWAS, WES and WGS. Experience with diverse analysis methods and tools, including Mendelian randomization, heritability analysis and bioinformatics Creative, thinks out-side-the-box, in developing fit-for-purpose solutions for data needs Excellent collaboration skills and ability to communicate effectively with biologists Attention to detail, high professional integrity and commitment to excellence in execution Passionate about realizing the potential of fundamental scientific discoveries to the bettering of patients’ lives and health About Camp4 Founded in 2016 and focused on a core mission of realizing a world with ‘an effective treatment option for every patient,’ CAMP4 Therapeutics evolved from seminal discoveries made by company founders Dr. Richard Young and Dr. Leonard Zon, characterizing the ways in which dynamic cell signaling networks control the expression of genes. Operating at the intersection of genomics, computational biology and data sciences, CAMP4 has extended this foundational work, creating a unique Gene Circuitry PlatformTM to amplify the value of cellular and genetic insights to better understand how genes are controlled by signaling pathways in specific disease states. By generating proprietary 4D maps, CAMP4 can identify de-risked druggable targets, produce actionable insights and improve therapeutic predictability, potentially addressing hundreds of diseases and benefiting millions of patients globally. Find out more at www.camp4tx.com.",,03bf439bfa53ee13
42,Senior Data Analyst,Precima,Boston,MA ,02298, ,"Are you passionate about Data? Join the data revolution. At Precima, our people are proud to work with some of the world’s leading retailers on challenging, cutting-edge, data driven solutions, powered by technology, and, people. We have an exciting opportunity to lead an engagement with CVS, one of the largest retailers in the U.S., located in the Greater Boston Area. If you have an ingrained streak of determination and don’t settle for good enough, apply today! About the opportunity The Senior Analyst will access, analyze and interpret customer transactional data and loyalty data on behalf of Precima clients to drive insights using statistical techniques aligned to Precima’s data science analytics best practices. This will support key business objectives such as retail strategy development and execution, as well as ad hoc strategic and tactical client issues. This role, reporting to the Associate Director, Customer Analytics, is an integral part of Precima’s analytical function. This client-facing role offers the chance to develop and deliver compelling insights into customer-centric strategies, integration into operational processes and enablement of tactical execution in retail across marketing, merchandising and operations. The Senior Analyst will be involved in the development of complex analytical concepts and solutions that translate into clear commercial terms and recommendations through ongoing delivery of client projects. Primary responsibilities Opportunity to work directly as part of a small team of client-facing customer analysts adding value beyond clients’ understanding or capability, while integrating into a broader community of Client Analytics analysts across global Precima to source and contribute back analytical best practices End to end delivery of analytics insight projects within the defined scope and agreed to analytics approach for a large US retailer Analysis of customer behaviour, loyalty and direct marketing activity Work within the project prioritization and management process Liaise with the client to understand their business challenges Develop analytical briefs Extract, manipulate and analyze large sets of detailed customer and transactional data Draw out insights and present these to the client in a clear and compelling way Work in close collaboration with internal stakeholders and external partners in the client organization Success factors Technically proficient in using SQL to work with large datasets A diligent individual who understands the importance of accuracy and quality checks their own work as they go Curiosity in the way they interrogate the data to solve a problem The ability to turn analysis output into succinct business focussed and actionable insight A good communicator who interacts well with the immediate and wider team Qualifications and skills A degree in a numerate subject (such as Statistics, Operational Research, Mathematics, Economics, Engineering or Computer Science) Minimum of 2-4 years of directly related work experience in quantitative analysis on large datasets, with experience and proven results in leveraging customer data from loyalty programs and/or CRM Understanding of transactional data, preferably retail Preference for a background in retail, specifically pharmacy, grocery and/or CPG Background in client-side organizations or in client-facing agency roles Strong written and verbal presentation skills Advanced knowledge of SQL is essential; strong experience of analysis with R or Python preferred Advanced knowledge of Microsoft Word, PowerPoint and Excel About LoyaltyOne  Today, there are more ways than ever to engage shoppers. At LoyaltyOne, we believe that understanding the people behind the purchase is key to winning their hearts – and their wallets. For over two decades and from more than fifty locations around the globe, we have paired expertise in shopper behavior with advanced analytics to uncover the data-driven insights that drive successful loyalty, marketing and merchandising solutions.  Across AIR MILES, BrandLoyalty, Precima and Global Solutions, our businesses help some of the world's leading retailers connect with consumers and deliver more value in every visit. Regardless of their role or geographic location, our people are always supported by one of the best teams around.  At LoyaltyOne, we know that in coming together we are at our strongest – and that together we can help shape the future for our clients, their shoppers and our communities. LoyaltyOne is an Alliance Data company. For more information, visit  About ADS  Alliance Data® (NYSE: ADS) is a leading global provider of data-driven marketing and loyalty solutions serving large, consumer-based industries. The Company creates and deploys customized solutions, enhancing the critical customer marketing experience; the result is measurably changing consumer behavior while driving business growth and profitability for some of today's most recognizable brands. Alliance Data helps its clients create and increase customer loyalty through solutions that engage millions of customers each day across multiple touch points using traditional, digital, mobile and emerging technologies. An S&P 500 and Fortune 500 company headquartered in Plano, Texas, Alliance Data consists of three businesses that together employ more than 16,000 associates at approximately 100 locations worldwide. http://www.alliancedata.com  Alliance Data is an Equal Employment Opportunity employer. Accordingly, we will make reasonable accommodations to respond to the needs of people with disabilities in accordance with legislation. Alliance Data participates in E-Verify.  Check us out – LoyaltyOne on Stack Overflow | LinkedIn | Glassdoor | Facebook |Twitter | Blog | Instagram",,8ce61c7d26bc9777
43,Data Scientist,Bilin Technology,Boston,MA, , ,"Feel free to drop us a message at hr@bilintechnology.com You will be a key member of the data science team with potential to grow into a bigger role. Our work spans from information retrieval to real-time computation of core optimization algorithms, post-hoc data modeling, analysis and reporting. Our research and development efforts focus on developing new capabilities to meet the expanding scope of our business, as well as improving the performance and scalability of our current optimization and measurement platform. POSITION DESCRIPTION You will be responsible for the research, design and development of advanced information retrieval, machine learning and statistical algorithms expanding our current analytical tools and capabilities. Specific responsibilities include: Recommending or developing new learning algorithms suitable for information retrieval and modeling of big data. Designing stochastic simulations for testing and validation of regression models, learning or optimization algorithms. Improving the computational efficiency and scalability of various statistical models. Development, implementation and maintenance of standard programming practices across analytics codebase. Keeping up with the state-of-the art in relevant areas – Machine Learning, Big Data, Information Retrieval and Natural Language Processing. REQUIREMENTS Masters or PhD in Computer Science, Engineering or other relevant scientific field. High academic achievement (GPA > 3.6/4.0) from a leading school. Solid understanding of algorithm complexity, mathematical modeling, probability and statistics. Deep understanding of information retrieval and natural language processing. Firm knowledge of classical machine learning techniques such as SVMs, neural network and centroid-based as well as hierarchical clustering algorithms. 2+ years of experience with scripting languages like R and Python. 2+ years of object oriented and functional programming experience (Java). Excellent communication skills with the ability to present complex ideas in a clear and concise manner to a variety of audiences. In addition to the above requirements, the following would be desirable: Experience with Scala and Apache Spark. Familiarity with cutting-edge techniques in text mining, sentiment analysis and feature extraction. Experience with Relational Databases and SQL programming. Experience with data visualization. Benefits We offer: competitive salaries, 401k match and a casual work environment.",,f7b663c73bbc05bb
